t,input,output
5.19,0.942872,0.9411141
5.2,0.92879623,0.92711663
5.21,0.91323245,0.91163373
5.22,0.8962092,0.894694
5.23,0.87775135,0.87632203
5.24,0.8578902,0.8565491
5.25,0.8366556,0.8354048
5.26,0.81408256,0.8129242
5.27,0.7902082,0.7891441
5.28,0.76506853,0.7641003
5.29,0.7387061,0.73783547
5.3,0.71116066,0.7103889
5.31,0.6824775,0.6818059
5.32,0.6527039,0.6521336
5.33,0.6218846,0.62141645
5.34,0.590072,0.5897068
5.35,0.55731696,0.5570553
5.36,0.5236656,0.5235079
5.37,0.4891814,0.48912796
5.38,0.4539096,0.45396042
5.39,0.41791677,0.41807193
5.4,0.38125014,0.38150924
5.41,0.3439771,0.3443399
5.42,0.306152,0.30661777
5.43,0.2678389,0.26840702
5.44,0.22909547,0.22976498
5.45,0.18998742,0.19075732
5.46,0.15057357,0.15144257
5.47,0.1109207,0.111887485
5.48,0.071086586,0.07214957
5.49,0.031144453,0.032302026
5.5,-0.008853217,-0.0076030567
5.51,-0.048832912,-0.04749195
5.52,-0.088736385,-0.08730693
5.5299997,-0.12849411,-0.12697834
5.54,-0.16804819,-0.16644862
5.55,-0.20733717,-0.20565625
5.56,-0.24628885,-0.24452922
5.57,-0.2848521,-0.2830167
5.58,-0.32295594,-0.32104754
5.59,-0.36054492,-0.35856673
5.6,-0.39755532,-0.39551038
5.61,-0.4339315,-0.43182316
5.62,-0.46961173,-0.46744326
5.63,-0.5045424,-0.50231737
5.64,-0.5386643,-0.53638613
5.65,-0.57192594,-0.5695984
5.66,-0.6042712,-0.60189784
5.67,-0.63565266,-0.6332374
5.68,-0.6660128,-0.66355944
5.69,-0.6953117,-0.69282424
5.7,-0.72349423,-0.7209765
5.71,-0.7505207,-0.74797684
5.7200003,-0.776349,-0.773783
5.73,-0.80093163,-0.7983476
5.74,-0.8242354,-0.8216375
5.75,-0.84621936,-0.84361166
5.76,-0.8668516,-0.8642384
5.77,-0.8860951,-0.8834804
5.7799997,-0.90392107,-0.9013092
5.79,-0.9203018,-0.91769683
5.8,-0.93521017,-0.9326163
5.81,-0.94862175,-0.9460431
5.82,-0.96051633,-0.957957
5.83,-0.9708738,-0.9683379
5.84,-0.9796788,-0.97717047
5.85,-0.98691547,-0.9844386
5.86,-0.9925742,-0.9901328
5.87,-0.9966444,-0.99424225
5.88,-0.99912053,-0.9967616
5.89,-0.9999981,-0.9976861
5.9,-0.99927604,-0.9970147
5.91,-0.9969553,-0.9947482
5.92,-0.9930398,-0.99089044
5.93,-0.98753536,-0.9854472
5.94,-0.98045105,-0.97842747
5.95,-0.9717986,-0.9698428
5.96,-0.96159106,-0.9597061
5.9700003,-0.9498451,-0.94803405
5.98,-0.9365802,-0.9348459
5.99,-0.921817,-0.92016226
6,-0.9055784,-0.9040058
